Customer ID,Recency,Frequency,Monetary,Cluster
13255.0,9,3,140.78,1
13257.0,436,1,51.25,0
13258.0,12,5,156.32,1
13259.0,62,9,1004.53,1
13260.0,61,1,39.74,1
13261.0,269,2,49.4,0
13262.0,263,3,192.97,0
13263.0,1,39,4461.71,1
13264.0,443,1,123.03999999999999,0
13265.0,53,5,215.91,1
13266.0,11,19,551.32,1
13267.0,3,36,1487.75,1
13268.0,18,11,684.62,1
13269.0,1,28,1251.53,1
13270.0,366,1,5.9,0
13271.0,37,1,114.88,1
13272.0,31,2,80.09,1
13273.0,113,1,20.77,1
13274.0,409,1,71.45,0
13275.0,384,2,105.58,0
13276.0,64,5,865.82,1
13277.0,16,7,30.55,1
13278.0,41,4,206.4,1
13279.0,78,1,23.43,1
13280.0,122,7,632.43,1
13281.0,439,1,53.660000000000004,0
13282.0,18,4,212.62,1
13283.0,60,4,49.9,1
13284.0,331,1,57.17,0
13285.0,23,6,539.3,1
13286.0,600,1,202.81,3
13287.0,603,3,161.87,3
13288.0,443,5,47.88,0
13289.0,724,1,70.25,3
13290.0,438,1,208.63,0
13291.0,156,11,1072.69,1
13292.0,39,5,249.2,1
13293.0,392,6,243.05,0
13294.0,190,3,362.54,0
13295.0,360,4,158.71,0
13296.0,137,6,99.37,1
13297.0,8,7,339.26,1
13298.0,1,1,7.5,1
13299.0,268,3,289.47,0
13300.0,169,3,221.38,0
13301.0,104,4,213.65,1
13302.0,155,2,44.45,1
13303.0,400,1,17.54,0
13304.0,351,4,275.39,0
13305.0,4,16,723.46,1
13306.0,430,1,3.81,0
13307.0,120,3,48.54,1
13308.0,23,4,206.63,1
13309.0,7,6,194.07,1
13310.0,28,5,308.44,1
13311.0,4,2,107.14,1
13312.0,451,1,17.85,0
13313.0,22,12,423.27,1
13314.0,2,3,197.65,1
13315.0,689,1,43.3,3
13316.0,37,10,442.46,1
13317.0,66,19,1278.591,1
13318.0,1,3,57.14,1
13319.0,5,58,3339.19,1
13320.0,78,6,269.89,1
13321.0,72,2,23.37,1
13322.0,17,1,69.26,1
13323.0,3,5,95.55,1
13324.0,36,18,400.38,1
13325.0,82,1,36.34,1
13326.0,432,1,37.89,0
13327.0,39,20,1017.15,1
13328.0,316,1,31.919999999999998,0
13329.0,32,8,293.65,1
13330.0,93,6,266.12,1
13331.0,402,1,142.15,0
13332.0,14,1,63.74,1
13333.0,411,3,136.98,0
13334.0,82,5,1421.59,1
13336.0,77,1,127.62,1
13337.0,546,1,301.38,3
13338.0,158,4,684.02,1
13339.0,201,1,282.72,0
13340.0,45,12,1137.61,1
13341.0,261,1,175.65,0
13343.0,178,1,118.83,0
13344.0,68,3,596.01,1
13345.0,288,1,112.9,0
13346.0,463,6,11.35,3
13347.0,70,1,60.16,1
13348.0,64,1,30.88,1
13349.0,11,1,64.42,1
13350.0,16,2,332.63,1
13351.0,66,1,103.97,1
13352.0,60,1,90.71,1
13354.0,71,1,94.28,1
13355.0,122,1,87.23,1
13356.0,80,1,181.28,1
13357.0,257,5,1259.3,0
13358.0,269,1,145.19,0
13359.0,64,2,311.85,1
13360.0,432,4,229.51,0
13361.0,472,2,150.9,3
13362.0,9,7,1005.28,1
13363.0,18,3,344.78,1
13364.0,71,1,25.98,1
13365.0,34,2,398.81,1
13366.0,50,1,0.39,1
13367.0,432,1,92.2,0
13368.0,257,4,243.73000000000002,0
13369.0,366,1,183.24,0
13370.0,372,1,290.78000000000003,0
13371.0,505,2,368.38,3
13372.0,90,1,138.47,1
13373.0,61,6,1181.73,1
13374.0,415,2,102.75,0
13375.0,89,2,223.51,1
13376.0,99,3,285.13,1
13377.0,397,2,426.28,0
13379.0,26,3,169.78,1
13380.0,433,1,3.95,0
13381.0,32,12,1056.16,1
13382.0,281,5,208.48,0
13383.0,544,1,1.06,3
13384.0,31,11,826.72,1
13385.0,330,1,158.66,0
13386.0,414,2,71.14,0
13387.0,417,1,140.41,0
13388.0,131,3,285.93,1
13389.0,11,3,196.09,1
13390.0,75,1,39.79,1
13391.0,204,1,14.95,0
13392.0,677,1,11.57,3
13393.0,584,4,286.39,3
13394.0,2,19,878.96,1
13395.0,185,3,154.44,0
13396.0,29,2,167.48,1
13397.0,73,10,408.13,1
13398.0,192,2,157.72,0
13399.0,464,3,54.15,3
13400.0,583,1,45.3,3
13402.0,127,4,233.34,1
13403.0,18,3,32.8,1
13404.0,1,2,31.91,1
13405.0,74,6,212.171,1
13406.0,427,2,22.189999999999998,0
13407.0,579,3,213.36,3
13408.0,2,106,2101.812,1
13410.0,24,9,121.25,1
13411.0,107,1,58.75,1
13412.0,620,1,163.85,3
13413.0,640,6,80.98,3
13414.0,134,6,110.77,1
13415.0,473,4,259.4,3
13416.0,44,3,127.10000000000001,1
13417.0,5,6,361.69,1
13418.0,12,31,1631.13,1
13419.0,64,1,16.19,1
13420.0,150,2,28.34,1
13421.0,40,8,623.25,1
13422.0,64,1,384.89,1
13423.0,429,1,26.779999999999998,0
13424.0,450,1,66.88,0
13425.0,108,5,456.2,1
13426.0,1,22,696.28,1
13427.0,19,6,88.69,1
13428.0,10,3,266.24,1
13429.0,11,4,81.79,1
13430.0,19,2,81.22,1
13431.0,67,8,462.59,1
13432.0,571,2,253.58,3
13433.0,501,4,110.97,3
13434.0,74,5,69.44,1
13435.0,5,9,418.7,1
13436.0,2,1,69.96,1
13437.0,14,7,816.46,1
13438.0,547,1,4.65,3
13439.0,255,3,345.4,0
13440.0,423,7,190.15,0
13441.0,92,2,91.05,1
13442.0,667,3,266.38,3
13443.0,449,6,579.63,0
13444.0,374,2,136.0,0
13445.0,626,1,13.790000000000001,3
13446.0,430,11,518.77,0
13447.0,23,3,185.25,1
13448.0,17,13,2074.75,1
13449.0,24,1,36.57,1
13450.0,27,13,220.69,1
13451.0,26,11,2150.37,1
13452.0,259,3,624.95,0
13453.0,166,3,150.77,0
13454.0,641,1,34.19,3
13455.0,25,6,657.17,1
13456.0,18,6,217.9,1
13457.0,689,2,14.04,3
13458.0,7,16,1230.94,1
13459.0,625,2,166.6,3
13460.0,29,2,18.02,1
13461.0,39,6,112.33,1
13462.0,253,5,178.98,0
13464.0,58,6,564.47,1
13465.0,446,2,78.73,0
13466.0,184,5,150.98,0
13467.0,11,2,270.45,1
13468.0,2,72,3035.32,1
13469.0,653,1,16.2,3
13470.0,99,2,16.5,1
13471.0,1,4,651.96,1
13472.0,464,2,73.55,3
13473.0,61,8,298.09,1
13474.0,236,3,366.54,0
13475.0,191,4,248.42000000000002,0
13476.0,179,5,741.24,1
13477.0,38,11,396.72,1
13478.0,469,5,486.28000000000003,3
13479.0,201,4,146.59,0
13480.0,417,2,147.18,0
13481.0,46,11,665.77,1
13482.0,232,2,54.379999999999995,0
13483.0,66,1,10.559999999999999,1
13484.0,241,3,197.9,0
13485.0,233,11,541.79,0
13486.0,78,3,200.79,1
13487.0,58,5,221.61,1
13488.0,17,23,2519.41,1
13489.0,105,4,19.84,1
13490.0,654,1,75.25,3
13491.0,52,27,955.03,1
13492.0,136,3,225.08,1
13493.0,275,2,103.17,0
13494.0,312,1,65.97,0
13495.0,8,10,329.35,1
13496.0,11,2,108.78999999999999,1
13497.0,283,6,211.28,0
13498.0,730,1,38.51,3
13499.0,18,5,89.53,1
13500.0,23,4,302.43,1
13501.0,288,3,420.45,0
13502.0,17,5,78.41,1
13503.0,71,6,613.52,1
13504.0,64,1,81.44,1
13505.0,73,4,708.86,1
13506.0,316,5,268.68,0
13507.0,3,4,543.38,1
13508.0,244,2,107.53,0
13509.0,9,8,66.28,1
13510.0,1,11,905.4300000000001,1
13511.0,677,1,64.99000000000001,3
13512.0,261,4,121.69,0
13513.0,127,3,113.66,1
13514.0,74,4,102.85,1
13515.0,73,6,198.02,1
13516.0,21,4,218.0,1
13517.0,60,3,411.95,1
13518.0,86,1,104.57,1
13519.0,78,2,82.79,1
13520.0,59,11,914.26,1
13521.0,1,3,790.98,1
13522.0,30,1,16.35,1
13523.0,33,6,1292.78,1
13524.0,41,5,93.56,1
13525.0,15,2,23.41,1
13526.0,738,2,45.45,3
13527.0,34,12,1372.46,1
13529.0,79,2,83.98,1
13530.0,634,1,36.13,3
13531.0,205,6,412.28,0
13532.0,34,1,146.73,1
13533.0,183,3,146.93,0
13534.0,2,35,1092.33,1
13535.0,403,1,8.95,0
13536.0,1,7,576.07,1
13537.0,426,2,136.1,0
13538.0,43,12,621.88,1
13539.0,86,7,350.12,1
13540.0,467,3,177.52,3
13541.0,427,2,35.019999999999996,0
13542.0,377,17,1863.78,0
13543.0,634,2,216.19,3
13544.0,40,6,669.96,1
13545.0,391,2,142.85,0
13546.0,12,5,345.03000000000003,1
13547.0,408,1,136.24,0
13548.0,96,3,517.02,1
13549.0,26,8,187.44,1
13550.0,383,1,73.72,0
13551.0,319,2,36.95,0
13552.0,66,22,757.53,1
13553.0,675,1,330.65,3
13554.0,380,7,804.6,0
13555.0,74,13,1107.45,1
13556.0,429,2,18.59,0
13557.0,28,13,371.91,1
13558.0,6,4,386.66,1
13559.0,513,2,5.5,3
13560.0,7,1,98.52,1
13561.0,216,11,544.05,1
13562.0,82,8,832.33,1
13563.0,84,2,417.13,1
13564.0,144,37,4479.43,1
13565.0,19,3,116.14,1
13566.0,41,5,666.8100000000001,1
13567.0,428,4,523.63,0
13568.0,173,1,132.05,0
13569.0,17,4,589.15,1
13570.0,243,1,56.77,0
13571.0,13,26,1294.48,1
13572.0,206,1,148.58,0
13573.0,50,6,263.78,1
13574.0,411,1,214.6,0
13575.0,23,5,98.8,1
13576.0,10,28,981.4,1
13577.0,25,11,549.98,1
13578.0,409,1,17.73,0
13579.0,15,5,330.65,1
13580.0,406,1,46.150000000000006,0
13581.0,309,2,93.19,0
13582.0,390,2,31.490000000000002,0
13583.0,156,2,228.721,1
13584.0,307,3,200.35999999999999,0
13585.0,531,3,58.74,3
13586.0,541,1,81.04,3
13587.0,64,4,116.19,1
13588.0,16,9,239.51,1
13589.0,15,6,368.07,1
13590.0,11,18,956.94,1
13591.0,65,7,429.48,1
13592.0,36,4,100.16,1
13593.0,108,14,1601.84,1
13594.0,53,2,82.42999999999999,1
13595.0,517,3,465.05,3
13596.0,6,2,378.97,1
13597.0,400,2,37.910000000000004,0
13598.0,47,5,283.88,1
13599.0,1,33,1055.6,1
13600.0,312,2,114.67,0
13601.0,45,4,424.61,1
13602.0,65,4,167.92000000000002,1
13603.0,26,1,57.02,1
13604.0,659,1,115.81,3
13605.0,387,2,102.19,0
13606.0,29,3,97.56,1
13607.0,40,2,406.1,1
13608.0,541,1,79.95,3
13609.0,593,1,92.35,3
13610.0,12,14,1305.09,1
13611.0,89,10,610.09,1
13612.0,633,1,169.98,3
13613.0,453,5,234.35,0
13614.0,24,6,1072.39,1
13615.0,319,8,1688.54,0
13616.0,568,2,110.5,3
13617.0,40,8,371.81,1
13618.0,174,1,13.46,0
13619.0,545,2,154.99,3
13620.0,528,1,12.52,3
13621.0,117,1,21.45,1
13622.0,696,1,110.73,3
13623.0,31,10,995.22,1
13624.0,388,1,61.33,0
13625.0,597,1,113.71000000000001,3
13626.0,253,2,164.01,0
13627.0,59,7,387.55,1
13628.0,676,1,66.17,3
13629.0,23,19,184.27,1
13630.0,5,7,142.22,1
13631.0,100,11,67.77,1
13632.0,25,8,740.28,1
13634.0,33,16,1622.27,1
13635.0,68,4,371.64,1
13636.0,37,5,238.48,1
13637.0,52,3,238.95,1
13638.0,16,1,23.94,1
13639.0,74,2,94.19,1
13640.0,611,1,15.0,3
13641.0,641,5,152.42000000000002,3
13642.0,216,4,330.87,0
13643.0,31,10,388.16,1
13644.0,16,4,444.28000000000003,1
13645.0,120,1,16.849999999999998,1
13646.0,400,2,255.55,0
13647.0,10,8,460.45,1
13648.0,400,8,307.82,0
13649.0,257,6,457.97,0
13650.0,17,10,547.04,1
13651.0,35,3,106.8,1
13652.0,46,5,441.61,1
13653.0,488,1,25.05,3
13654.0,43,11,754.08,1
13655.0,114,6,400.31,1
13656.0,165,4,194.14,1
13657.0,11,2,47.89,1
13658.0,10,9,1008.48,1
13659.0,206,12,1077.54,1
13660.0,400,1,205.17,0
13661.0,603,1,68.77,3
13662.0,86,11,540.83,1
13663.0,179,5,379.48,1
13665.0,386,3,215.0,0
13666.0,60,5,74.15,1
13667.0,149,1,211.83,1
13668.0,3,35,2628.54,1
13669.0,51,3,31.01,1
13670.0,75,1,46.92,1
13671.0,395,1,146.0,0
13672.0,301,3,67.67,0
13673.0,19,2,214.62,1
13674.0,433,1,58.489999999999995,0
13675.0,151,2,47.57,1
13676.0,539,2,49.85,3
13677.0,405,2,375.02,0
13678.0,152,1,6.3,0
13679.0,494,3,148.02,3
13680.0,1,12,1756.8,1
13681.0,18,4,165.44,1
13682.0,187,1,21.25,0
13683.0,458,1,17.3,3
13684.0,286,4,243.97,0
13685.0,3,7,27.330000000000002,1
13686.0,183,3,50.43,0
13687.0,438,1,6.8100000000000005,0
13688.0,635,1,22.75,3
13689.0,63,2,15.45,1
13690.0,59,1,53.75,1
13691.0,396,1,113.61,0
13692.0,25,5,227.46,1
13693.0,374,9,442.95,0
13694.0,4,143,2539.62,1
13695.0,31,16,245.66,1
13696.0,422,3,111.25999999999999,0
13697.0,39,1,16.72,1
13698.0,597,2,138.32,3
13699.0,155,2,210.75,1
13700.0,26,13,376.43,1
13701.0,447,1,20.45,0
13702.0,446,1,11.89,0
13703.0,318,2,126.91,0
13704.0,5,9,446.06,1
13705.0,8,7,504.39,1
13706.0,303,2,167.17,0
13707.0,267,5,455.96,0
13708.0,271,1,104.93,0
13709.0,4,18,1455.31,1
13710.0,32,3,24.72,1
13711.0,219,9,389.77,0
13712.0,247,2,91.79,0
13713.0,408,3,233.81,0
13714.0,465,1,109.05,3
13715.0,281,17,1256.46,0
13716.0,269,1,29.81,0
13717.0,32,8,287.93,1
13718.0,246,2,66.35,0
13719.0,15,11,781.87,1
13720.0,117,4,136.7,1
13721.0,36,2,95.63,1
13722.0,132,10,628.52,1
13723.0,217,6,197.93,0
13724.0,637,1,90.18,3
13725.0,50,8,450.95,1
13726.0,39,2,45.199999999999996,1
13727.0,29,8,496.63,1
13728.0,37,16,816.14,1
13729.0,436,3,140.52,0
13730.0,136,2,139.24,1
13731.0,219,2,163.0,0
13732.0,28,1,52.14,1
13733.0,411,2,81.72,0
13734.0,509,4,210.43,3
13735.0,25,13,2222.17,1
13736.0,5,7,1392.83,1
13737.0,200,1,115.46000000000001,0
13738.0,396,1,240.6,0
13739.0,18,2,26.5,1
13740.0,241,5,319.61,0
13741.0,72,3,177.67,1
13742.0,17,12,1317.24,1
13743.0,3,7,45.93,1
13744.0,95,2,122.92,1
13745.0,162,2,49.95,0
13746.0,414,1,31.17,0
13747.0,374,2,33.4,0
13748.0,96,9,186.37,1
13750.0,54,11,304.77,1
13751.0,288,1,31.770000000000003,0
13752.0,124,7,329.53000000000003,1
13753.0,288,4,150.73,0
13754.0,152,3,58.9,1
13755.0,4,9,1050.93,1
13756.0,2,23,983.5,1
13757.0,675,1,27.77,3
13758.0,12,15,1040.04,1
13759.0,33,2,84.07,1
13760.0,54,5,321.49,1
13761.0,50,6,348.89,1
13762.0,219,5,42.17,0
13763.0,63,3,123.53,1
13764.0,71,6,976.41,1
13765.0,653,1,67.681,3
13766.0,495,1,35.26,3
13767.0,2,73,2953.62,1
13768.0,727,2,113.74000000000001,3
13769.0,2,20,979.24,1
13770.0,422,4,165.66,0
13771.0,64,9,614.95,1
13772.0,34,8,1673.71,1
13773.0,397,2,50.120000000000005,0
13774.0,82,1,72.4,1
13775.0,591,1,196.88,3
13776.0,428,2,623.98,0
13777.0,1,61,881.9,1
13778.0,103,4,169.68,1
13779.0,516,1,108.75,3
13780.0,7,3,254.3,1
13781.0,251,3,218.81,0
13782.0,13,13,913.03,1
13783.0,488,4,5.59,3
13784.0,10,14,135.56,1
13785.0,429,4,168.92,0
13786.0,367,6,315.85,0
13787.0,76,6,253.48,1
13788.0,505,1,3.75,3
13789.0,388,1,18.64,0
13790.0,4,1,34.73,1
13791.0,128,2,13.709999999999999,1
13792.0,66,3,93.55,1
13793.0,647,1,13.55,3
13794.0,547,1,32.99,3
13795.0,388,4,52.96,0
13796.0,499,1,50.55,3
13797.0,437,3,288.8,0
13798.0,1,110,1657.9,1
13799.0,117,9,275.06,1
13800.0,310,3,195.12,0
13801.0,67,1,90.95,1
13802.0,139,19,1292.51,1
13803.0,255,3,213.97,0
13804.0,31,9,504.68,1
13805.0,52,2,7.71,1
13806.0,64,1,52.33,1
13807.0,367,3,210.8,0
13808.0,6,5,285.24,1
13809.0,305,3,149.7,0
13810.0,29,3,744.73,1
13811.0,184,3,341.25,0
13812.0,42,3,129.1,1
13813.0,40,8,579.51,1
13814.0,92,3,246.63,1
13815.0,22,8,962.77,1
13816.0,24,2,132.78,1
13817.0,29,2,77.27,1
13818.0,430,1,6.72,0
13819.0,302,6,211.79,0
13820.0,418,3,256.99,0
13821.0,145,6,744.71,1
13822.0,6,2,171.89,1
13823.0,19,7,766.29,1
13824.0,33,12,286.38,1
13825.0,622,2,110.3,3
13826.0,176,1,57.3,0
13827.0,58,3,348.21,1
13828.0,22,1,28.57,1
13829.0,421,1,8.5,0
13830.0,582,1,78.95,3
13831.0,16,18,840.08,1
13832.0,19,2,148.49,1
13833.0,159,2,207.34,1
13834.0,577,2,91.59,3
13835.0,25,7,266.63,1
13836.0,399,2,125.06,0
13837.0,212,2,41.760000000000005,0
13838.0,6,10,1474.55,1
13839.0,486,1,39.45,3
13840.0,416,1,114.98,0
13841.0,253,1,0.85,0
13842.0,59,18,1469.41,1
13843.0,381,1,70.5,0
13844.0,11,1,49.21,1
13845.0,65,1,17.59,1
13846.0,25,4,255.64,1
13847.0,720,1,112.69,3
13848.0,92,8,4.23,1
13849.0,52,5,804.18,1
13850.0,129,1,224.93,1
13851.0,96,8,373.15000000000003,1
13852.0,611,1,41.15,3
13853.0,57,1,104.56,1
13854.0,9,39,792.16,1
13855.0,501,4,229.99,3
13856.0,169,11,193.37,1
13857.0,393,6,274.89,0
13858.0,57,1,47.69,1
13859.0,326,2,156.76,0
13860.0,1,5,267.11,1
13861.0,429,2,58.19,0
13862.0,18,9,278.46,1
13863.0,248,4,307.27,0
13864.0,387,1,3.45,0
13865.0,58,4,117.07,1
13866.0,74,1,23.630000000000003,1
13867.0,31,3,240.59,1
13868.0,7,2,61.19,1
13869.0,123,10,2569.21,1
13870.0,2,15,588.21,1
13871.0,23,17,1484.1,1
13872.0,527,3,241.49,3
13873.0,120,8,276.33,1
13874.0,358,7,260.33,0
13875.0,54,14,904.3100000000001,1
13876.0,64,1,35.8,1
13877.0,86,3,56.21,1
13878.0,55,4,473.63,1
13879.0,646,1,81.81,3
13880.0,21,17,579.4,1
13881.0,4,43,1272.86,1
13882.0,3,5,219.82,1
13883.0,11,15,1013.36,1
13884.0,7,10,652.77,1
13885.0,189,2,110.9,0
13886.0,71,1,60.88,1
13887.0,204,1,73.23,0
13888.0,120,7,744.13,1
13889.0,93,6,243.02,1
13890.0,1,14,559.88,1
13891.0,378,3,256.75,0
13892.0,27,6,34.88,1
13893.0,298,1,130.2,0
13894.0,24,3,72.11,1
13895.0,28,6,709.28,1
13896.0,626,1,68.15,3
13897.0,50,3,131.81,1
13898.0,326,2,93.38,0
13899.0,16,2,57.59,1
13900.0,183,6,276.64,1
13901.0,72,15,1148.43,1
13902.0,632,5,52.1,3
13903.0,400,1,31.8,0
13904.0,37,2,34.42,1
13905.0,733,1,58.0,3
13906.0,409,1,0.42,0
13907.0,692,1,8.45,3
13908.0,80,4,349.84,1
13909.0,423,2,136.73,0
13911.0,57,20,540.83,1
13912.0,424,1,34.65,0
13913.0,507,1,30.39,3
13914.0,12,2,84.22,1
13915.0,394,1,5.9,0
13916.0,464,4,382.32,3
13917.0,50,2,36.4,1
13918.0,50,2,65.56,1
13919.0,59,4,222.95,1
13920.0,432,4,219.69,0
13921.0,402,4,237.15,0
13922.0,352,3,91.77,0
13923.0,54,1,59.49,1
13924.0,2,6,305.09,1
13925.0,93,4,242.48999999999998,1
13926.0,23,1,71.87,1
13927.0,75,2,109.8,1
13928.0,11,4,155.72,1
13929.0,169,11,205.9,1
13930.0,58,2,27.89,1
13931.0,96,11,644.04,1
13932.0,295,1,97.65,0
13933.0,109,2,79.59,1
13934.0,264,1,98.8,0
13935.0,597,3,315.14,3
13936.0,180,3,135.54999999999998,0
13937.0,169,2,132.96,0
13938.0,35,1,7.09,1
13939.0,23,7,196.71,1
13940.0,17,4,152.95,1
13941.0,22,15,343.23,1
13942.0,535,1,0.32,3
13943.0,578,1,66.08,3
13944.0,653,1,63.68,3
13945.0,395,2,171.85,0
13946.0,79,6,108.53,1
13947.0,65,1,14.65,1
13948.0,361,4,84.44,0
13949.0,3,6,233.06,1
13950.0,11,4,160.64,1
13951.0,176,3,136.08,0
13952.0,218,14,1527.191,1
13953.0,7,12,52.11,1
13954.0,2,2,136.27,1
13955.0,154,3,256.15999999999997,1
13956.0,5,5,520.25,1
13957.0,418,3,141.5,0
13958.0,380,8,942.34,0
13959.0,79,6,390.11,1
13960.0,21,2,25.26,1
13961.0,392,1,61.949999999999996,0
13962.0,22,3,136.06,1
13963.0,308,17,610.6,0
13964.0,387,2,69.18,0
13965.0,477,3,84.51,3
13966.0,435,1,34.17,0
13967.0,146,2,28.099999999999998,1
13968.0,423,1,8.01,0
13969.0,7,35,2987.82,1
13970.0,386,2,42.33,0
13971.0,19,14,603.8100000000001,1
13972.0,71,2,38.19,1
13973.0,287,1,41.32,0
13974.0,49,2,115.65,1
13975.0,31,12,1506.81,1
13976.0,207,4,260.8,0
13977.0,411,1,32.66,0
13978.0,15,2,18.16,1
13979.0,73,7,1036.77,1
13980.0,60,5,236.01,1
13981.0,416,1,74.7,0
13982.0,39,9,576.51,1
13983.0,30,21,1213.72,1
13984.0,27,12,183.42,1
13985.0,4,22,1191.65,1
13986.0,17,1,24.2,1
13987.0,380,2,88.33,0
13988.0,20,8,881.12,1
13989.0,66,5,158.10999999999999,1
13990.0,213,1,42.56,0
13991.0,12,6,125.37,1
13992.0,30,3,21.45,1
13993.0,43,19,1276.17,1
13994.0,4,6,590.83,1
13995.0,15,14,550.95,1
13996.0,386,2,119.25,0
13997.0,519,3,203.74,3
13998.0,447,3,148.85,0
13999.0,10,29,1200.65,1
14000.0,211,5,100.51,0
14001.0,46,9,376.21,1
14002.0,134,2,113.34,1
14003.0,733,1,47.15,3
14004.0,43,11,747.8,1
14005.0,10,5,185.24,1
14006.0,116,7,143.5,1
14007.0,513,1,31.79,3
14008.0,432,1,68.16,0
14009.0,198,3,169.47,0
14010.0,565,2,69.95,3
14011.0,480,2,41.06,3
14012.0,278,1,31.15,0
14013.0,110,5,184.73,1
14014.0,77,3,159.18,1
14015.0,53,1,62.14,1
14016.0,162,11,1571.98,1
14017.0,571,1,65.15,3
14018.0,645,1,34.17,3
14019.0,47,3,159.38,1
14020.0,17,4,266.74,1
14021.0,155,7,344.15,1
14022.0,225,2,83.79,0
14023.0,7,2,89.0,1
14024.0,122,3,161.91,1
14025.0,465,8,411.41,3
14026.0,471,2,119.68,3
14027.0,61,1,12.86,1
14028.0,550,3,13.049999999999999,3
14029.0,63,2,65.49,1
14030.0,18,20,3420.7,1
14031.0,7,44,3422.18,1
14032.0,2,16,529.9,1
14033.0,555,1,0.19,3
14034.0,22,3,209.55,1
14035.0,29,9,442.3,1
14036.0,285,1,166.13,0
14037.0,176,6,263.76,1
14038.0,78,5,373.14,1
14039.0,33,2,29.450000000000003,1
14040.0,41,35,2986.4700000000003,1
14041.0,266,1,39.29,0
14042.0,725,1,78.54,3
14043.0,491,2,110.42,3
14044.0,27,10,2127.51,1
14045.0,109,16,133.41,1
14046.0,284,1,7.57,0
14047.0,9,14,677.25,1
14048.0,305,3,364.63,0
14049.0,17,13,3164.9,1
14050.0,32,2,83.09,1
14051.0,1,37,1450.35,1
14052.0,20,2,377.65,1
14053.0,124,4,12.18,1
14054.0,65,1,9.08,1
14055.0,106,3,139.7,1
14056.0,1,23,3126.45,1
14057.0,24,22,924.28,1
14058.0,463,2,86.28,3
14059.0,267,1,18.5,0
14060.0,5,30,412.19,1
14061.0,507,3,164.44,3
14062.0,10,24,1014.78,1
14063.0,438,9,13443.55,1
14064.0,29,15,365.94,1
14065.0,389,3,180.09,0
14066.0,267,1,30.55,0
14067.0,64,2,148.85,1
14068.0,320,4,503.66,0
14069.0,515,2,175.97,3
14070.0,685,1,200.25,3
14071.0,4,8,778.84,1
14072.0,667,1,122.1,3
14073.0,32,1,27.84,1
14074.0,623,1,5.9,3
14075.0,5,6,184.4,1
14076.0,129,1,92.42,1
14077.0,41,6,145.77,1
14078.0,102,9,449.35,1
14079.0,125,2,282.90999999999997,1
14080.0,33,5,663.49,1
14081.0,302,10,2552.41,0
14082.0,365,2,148.63,0
14083.0,4,11,720.05,1
14084.0,512,1,6.22,3
14085.0,2,33,2923.18,1
14086.0,463,1,39.95,3
14087.0,3,3,431.14,1
14088.0,10,16,3970.25,1
14089.0,57,1,30.9,1
14090.0,325,1,1.06,0
14091.0,654,2,40.84,3
14092.0,8,24,1128.54,1
14093.0,12,1,156.42,1
14094.0,440,1,125.94,0
14095.0,723,1,2.95,3
14096.0,4,17,33332.45,2
14097.0,481,2,87.0,3
14098.0,37,1,35.8,1
14099.0,16,20,1339.05,1
14100.0,138,1,88.10000000000001,1
14101.0,74,13,145.17,1
14102.0,5,5,163.88,1
14104.0,155,5,451.24,1
14105.0,239,5,776.03,0
14106.0,737,1,8.95,3
14107.0,52,11,648.71,1
14108.0,31,4,146.37,1
14109.0,73,1,22.2,1
14110.0,4,33,1082.2,1
14111.0,14,4,36.8,1
14112.0,23,13,786.76,1
14113.0,4,16,325.98,1
14114.0,274,7,278.17,0
14115.0,502,2,48.230000000000004,3
14116.0,20,5,234.12,1
14117.0,144,1,3.75,1
14118.0,429,1,78.3,0
14119.0,376,2,36.25,0
14121.0,4,4,364.78,1
14122.0,406,3,63.18,0
14123.0,733,1,78.59,3
14124.0,84,1,1.79,1
14125.0,11,3,527.94,1
14126.0,8,4,120.88,1
14127.0,123,6,476.33,1
14128.0,61,3,121.02,1
14129.0,2,9,264.72,1
14130.0,319,4,507.87,0
14131.0,649,1,109.47,3
14132.0,2,11,343.55,1
14133.0,130,4,233.96,1
14134.0,383,15,603.74,0
14135.0,2,24,546.11,1
14136.0,401,5,301.38,0
14137.0,696,1,9.65,3
14138.0,2,2,108.65,1
14139.0,46,4,136.2,1
14140.0,4,2,120.38,1
14141.0,3,4,140.78,1
14142.0,373,2,144.56,0
14143.0,134,1,38.4,1
14144.0,486,1,2.55,3
14145.0,47,7,119.55,1
14146.0,9,12,1303.63,1
14147.0,78,9,96.17999999999999,1
14148.0,234,2,53.620000000000005,0
14149.0,221,1,83.16,0
14150.0,36,2,43.74,1
14151.0,673,2,128.84,3
14152.0,75,7,196.84,1
14153.0,483,1,15.43,3
14154.0,239,8,1129.53,0
14155.0,266,1,32.7,0
14156.0,10,156,24053.55,2
14157.0,20,5,225.23,1
14158.0,40,1,63.0,1
14159.0,20,20,2965.05,1
14160.0,610,7,269.62,3
14161.0,216,7,860.09,0
14162.0,174,2,97.23,0
14163.0,87,5,257.52,1
14164.0,71,2,45.07,1
14165.0,276,1,80.94,0
14166.0,505,2,174.2,3
14167.0,39,8,491.82,1
14168.0,421,2,45.35,0
14169.0,431,2,260.67,0
14170.0,375,3,385.6,0
14171.0,98,2,186.95,1
14172.0,605,3,291.39,3
14173.0,11,6,147.41,1
14174.0,33,1,50.37,1
14175.0,60,8,1421.96,1
14176.0,297,5,166.89000000000001,0
14177.0,86,13,843.16,1
14178.0,9,7,556.92,1
